wsif_year,school_organization_id,school_name,student_group,school_level,regular_attendance_numerator,regular_attendance_denominator,regular_attendance_rate
2024,103154,Endicott/St John Elem and Middle,All Students,Middle,170,254,66.9
2024,101993,South Bend High School,All Students,High,520,770,67.5
2024,102112,Lincoln High School,All Students,High,2043,4808,42.5
2024,103095,Lynden Middle School,All Students,Middle,1600,2016,79.4
2024,101071,Ballard High School,All Students,High,3733,4948,75.4
2024,100738,Mansfield Elem and High School,All Students,High,225,298,75.5
2024,101072,West Seattle High School,All Students,High,2921,3988,73.2
2024,102024,Pioneer Middle,All Students,Middle,1879,2245,83.7
2024,103267,Zillah High School,All Students,High,885,1331,66.5
2024,100790,Pomeroy Jr Sr High School,All Students,High,184,430,42.8
2024,101949,Okanogan Middle School,All Students,Middle,460,725,63.4
2024,101950,Okanogan High School,All Students,High,484,913,53.0
2024,103249,Toppenish Middle School,All Students,Middle,2005,2550,78.6
2024,100703,Kelso High School,All Students,High,2554,4250,60.1
2024,100759,Mcloughlin Middle School,All Students,Middle,2394,3344,71.6
2024,101077,Highland Park Elementary School,All Students,High,558,851,65.6
2024,101743,South Kitsap High School,All Students,High,4692,7179,65.4
2024,101820,Napavine Jr Sr High School,All Students,High,932,1273,73.2
2024,102399,La Conner High School,All Students,High,223,570,39.1
2024,100687,Castle Rock High School,All Students,High,877,1306,67.2
2024,100913,Oakville High School,All Students,High,254,454,55.9
2024,101079,Roosevelt High School,All Students,High,3588,4682,76.6
2024,102250,Goodman Middle School,All Students,Middle,1095,1418,77.2
2024,102405,Mount Vernon High School,All Students,High,3156,5831,54.1
2024,100345,Charles Francis Adams High School,All Students,High,882,2139,41.2
2024,100656,Dayton High School,All Students,High,155,317,48.9
2024,100860,Miller Junior High,All Students,Middle,1394,2151,64.8
2024,101080,Garfield High School,All Students,High,3349,5003,66.9
2024,101523,Kirkland Middle School,All Students,Middle,1454,1812,80.2
2024,103179,Washington Middle School,All Students,Middle,1398,2317,60.3
2024,100439,CASHMERE MIDDLE SCHOOL,All Students,Middle,1360,1508,90.2
2024,100434,Chelan Middle School,All Students,Middle,697,929,75.0
2024,101256,Highline High School,All Students,High,2133,3999,53.3
2024,101785,Cle Elum Roslyn High School,All Students,High,543,787,69.0
2024,101811,Columbia High School,All Students,High,685,1067,64.2
2024,101848,Onalaska High School,All Students,High,547,804,68.0
2024,102120,Hilltop Heritage Middle School,All Students,Middle,925,1648,56.1
2024,103117,Mount Baker Senior High,All Students,High,932,1536,60.7
2024,103208,East Valley High School,All Students,High,2197,3137,70.0
2024,100512,Forks High School,All Students,High,545,866,62.9
2024,101989,Raymond Jr Sr High School,All Students,High,492,795,61.9
2024,102122,Stewart Middle School,All Students,Middle,1097,1942,56.5
2024,102366,Burlington Edison High School,All Students,High,1566,3321,47.2
2024,102439,North Middle School,All Students,Middle,1294,2131,60.7
2024,100393,River View High School,All Students,High,624,934,66.8
2024,101086,Hamilton International Middle School,All Students,Middle,2509,2790,89.9
2024,102123,Mason Middle School,All Students,Middle,1499,1986,75.5
2024,102124,Gray Middle School,All Students,Middle,927,1629,56.9
2024,103036,Waitsburg High School,All Students,High,112,241,46.5
2024,103215,Selah High School,All Students,High,2262,3370,67.1
2024,103297,Mount Adams Middle School,All Students,Middle,247,414,59.7
2024,100650,Ridgefield High School,All Students,High,2261,3414,66.2
2024,100875,Hoquiam Middle School,All Students,Middle,695,1091,63.7
2024,101089,Cleveland High School STEM,All Students,High,1968,2723,72.3
2024,101414,Cascade Middle School,All Students,Middle,1688,2748,61.4
2024,101690,Bainbridge High School,All Students,High,2608,3687,70.7
2024,101961,Pateros High School,All Students,High,287,403,71.2
2024,102662,Stanwood Middle School,All Students,Middle,959,1455,65.9
2024,102770,Mead Senior High School,All Students,High,3859,5436,71.0
2024,102872,Jenkins Junior/Senior High,All Students,Middle,573,953,60.1
2024,103181,Franklin Middle School,All Students,Middle,1561,2620,59.6
2024,100634,Battle Ground High School,All Students,High,3465,4957,69.9
2024,100667,R A Long High School,All Students,High,1620,2683,60.4
2024,101186,Federal Way High School,All Students,High,2683,4980,53.9
2024,101309,Vashon Island High School,All Students,High,1072,1556,68.9
2024,102015,Cusick Jr Sr High School,All Students,High,224,433,51.7
2024,102218,Clover Park High School,All Students,High,1724,3902,44.2
2024,102472,Lake Stevens Sr High School,All Students,High,4254,6471,65.7
2024,102623,Snohomish High School,All Students,High,3293,4586,71.8
2024,103163,Oakesdale High School,All Students,High,142,226,62.8
2024,100353,Asotin Jr Sr High,All Students,High,660,945,69.8
2024,101091,Madison Middle School,All Students,Middle,2390,3023,79.1
2024,101835,Adna Middle/High School,All Students,Middle,844,1157,72.9
2024,101891,Odessa High School,All Students,High,248,330,75.2
2024,102812,Cheney Middle School,All Students,Middle,1222,1906,64.1
2024,101771,Morgan Middle School,All Students,Middle,1880,2315,81.2
2024,103110,Nooksack Valley High School,All Students,High,949,1474,64.4
2024,102391,Anacortes High School,All Students,High,1927,2286,84.3
2024,102986,Rainier Senior High School,All Students,High,596,767,77.7
2024,100495,Sequim Senior High,All Students,High,1573,2375,66.2
2024,100850,Wilson Creek High,All Students,High,123,178,69.1
2024,100949,Quilcene High And Elementary,All Students,High,397,632,62.8
2024,101326,Renton Senior High School,All Students,High,1914,3733,51.3
2024,101703,Poulsbo Middle School,All Students,Middle,1601,2070,77.3
2024,101881,Reardan Middle-Senior High School,All Students,Middle,691,999,69.2
2024,102709,Rogers High School,All Students,High,2641,4720,56.0
2024,102915,Yelm Middle School,All Students,Middle,1417,2103,67.4
2024,103078,Ferndale High School,All Students,High,2550,3947,64.6
2024,103134,Pullman High School,All Students,High,1750,2639,66.3
2024,100346,Lincoln Middle School,All Students,Middle,638,998,63.9
2024,100962,Port Townsend High School,All Students,High,592,1099,53.9
2024,100399,Prosser High School,All Students,High,1841,2654,69.4
2024,100801,Quincy Middle School,All Students,Middle,1506,2277,66.1
2024,100940,South Whidbey Middle,All Students,Middle,501,693,72.3
2024,101350,Skykomish High School,All Students,High,21,35,60.0
2024,101766,Thorp Elem & Jr Sr High,All Students,High,428,741,57.8
2024,102010,Newport High School,All Students,High,576,862,66.8
2024,102563,Arlington High School,All Students,High,3377,4974,67.9
2024,103263,Granger Middle School,All Students,Middle,822,1351,60.8
2024,103299,White Swan High School,All Students,High,382,826,46.2
2024,102003,Willapa Valley Middle-High,All Students,Middle,447,545,82.0
2024,102877,Wellpinit High School,All Students,High,97,274,35.4
2024,103061,Bellingham High School,All Students,High,2190,3632,60.3
2024,103102,Meridian High School,All Students,High,1010,1514,66.7
2024,103231,Grandview High School,All Students,High,1898,3395,55.9
2024,100682,Toutle Lake High School,All Students,High,485,707,68.6
2024,100692,Kalama Middle School,All Students,Middle,536,742,72.2
2024,101397,Showalter Middle School,All Students,Middle,1188,1841,64.5
2024,101786,Walter Strom Middle School,All Students,Middle,473,706,67.0
2024,102046,Edgemont Jr High,All Students,High,1056,1589,66.5
2024,102655,Granite Falls High School,All Students,High,1159,1650,70.2
2024,102663,Stanwood High School,All Students,High,2761,3992,69.2
2024,103169,Naches Valley High School,All Students,High,847,1217,69.6
2024,100750,Inchelium High School,All Students,High,128,195,65.6
2024,101789,Wishram High And Elementary Schl,All Students,High,107,243,44.0
2024,100513,Forks Middle School,All Students,Middle,536,823,65.1
2024,101717,Central Kitsap High School,All Students,High,3475,4915,70.7
2024,101844,Toledo High School,All Students,High,526,686,76.7
2024,100426,Manson High School,All Students,High,457,673,67.9
2024,100932,Coupeville High School,All Students,High,567,848,66.9
2024,102347,Lopez Middle High School,All Students,Middle,234,395,59.2
2024,102916,Yelm High School 12,All Students,High,2986,4907,60.9
2024,103145,Palouse High School,All Students,High,114,155,73.5
2024,101328,Highlands Elementary School,All Students,High,858,1361,63.0
2024,100718,Orondo Elementary and Middle School,All Students,Middle,241,368,65.5
2024,100635,Amboy Middle School,All Students,Middle,1077,1609,66.9
2024,100826,Frontier Middle School,All Students,Middle,1502,2251,66.7
2024,101971,Tonasket High School,All Students,High,639,994,64.3
2024,102251,Peninsula High School,All Students,High,3050,4247,71.8
2024,103112,Nooksack Valley Middle School,All Students,Middle,939,1333,70.4
2024,101357,Bellevue High School,All Students,High,3974,4753,83.6
2024,101416,West Auburn Senior High School (Closed after 2022-2023 school year),All Students,High,168,465,36.1
2024,101976,Oroville Middle-High School,All Students,Middle,434,736,59.0
2024,102392,Anacortes Middle School,All Students,Middle,1524,1784,85.4
2024,103257,Highland Middle School,All Students,Middle,523,647,80.8
2024,100411,Carmichael Middle School,All Students,Middle,1667,2486,67.1
2024,100592,Evergreen High School,All Students,High,2126,4657,45.7
2024,100727,Eastmont Senior High,All Students,High,2578,4456,57.9
2024,100880,North Beach Senior High School,All Students,High,346,596,58.1
2024,101101,Eckstein Middle School,All Students,Middle,2666,3180,83.8
2024,101524,Lake Washington High School,All Students,High,4335,6039,71.8
2024,102343,Orcas Island High School,All Students,High,266,454,58.6
2024,101780,Kittitas High School,All Students,High,649,1004,64.6
2024,102332,Fife High School,All Students,High,1860,2647,70.3
2024,102786,North Pines Middle School,All Students,Middle,927,1581,58.6
2024,103017,Pioneer Middle School,All Students,Middle,1205,1795,67.1
2024,100412,Chief Joseph Middle School,All Students,Middle,1310,2112,62.0
2024,100721,Bridgeport High School,All Students,High,506,672,75.3
2024,101417,Auburn Senior High School,All Students,High,2921,5637,51.8
2024,101574,Kent-Meridian High School,All Students,High,2793,6023,46.4
2024,101859,W F West High School,All Students,High,2011,2915,69.0
2024,101956,Brewster High School,All Students,High,788,932,84.5
2024,100855,Lake Roosevelt Jr/Sr High School,All Students,High,415,1058,39.2
2024,102293,Bethel High School,All Students,High,2760,5146,53.6
2024,102361,Concrete High School,All Students,High,354,634,55.8
2024,102580,Totem Middle School,All Students,Middle,789,1722,45.8
2024,100363,Kennewick High School,All Students,High,3578,5507,65.0
2024,100670,Monticello Middle School,All Students,Middle,953,1510,63.1
2024,101107,David T. Denny International Middle School,All Students,Middle,1683,2430,69.3
2024,101398,Foster Senior High School,All Students,High,1454,2703,53.8
2024,101435,Tahoma Senior High School,All Students,High,6095,8449,72.1
2024,101450,Mount Si High School,All Students,High,4771,6327,75.4
2024,101808,Goldendale High School,All Students,High,558,940,59.4
2024,101865,White Pass Jr. Sr. High School,All Students,High,360,494,72.9
2024,101889,Creston Jr-Sr High School,All Students,High,100,152,65.8
2024,101924,Pioneer Middle School,All Students,Middle,398,727,54.7
2024,102271,Franklin Pierce High School,All Students,High,2129,3496,60.9
2024,102352,Friday Harbor High School,All Students,High,415,750,55.3
2024,102760,Medical Lake High School,All Students,High,1140,1575,72.4
2024,103003,Julius A Wendt Elementary/John C Thomas Middle School,All Students,Middle,653,850,76.8
2024,103148,Garfield Middle School,All Students,Middle,63,96,65.6
2024,103171,Naches Valley Middle School,All Students,Middle,756,1210,62.5
2024,103252,Toppenish High School,All Students,High,2149,2923,73.5
2024,100337,Lind-Ritzville High School,All Students,High,72,145,49.7
2024,100389,Kiona-Benton City High School,All Students,High,833,1344,62.0
2024,100401,Housel Middle School,All Students,Middle,1251,1760,71.1
2024,100480,Port Angeles High School,All Students,High,1855,2943,63.0
2024,100709,Huntington Middle School,All Students,Middle,1059,1694,62.5
2024,100762,Pasco Senior High School,All Students,High,5401,7609,71.0
2024,100841,Ephrata High School,All Students,High,1836,2695,68.1
2024,101271,Sylvester Middle School,All Students,Middle,1266,1864,67.9
2024,102206,Orting High School,All Students,High,1625,2706,60.1
2024,102907,Northport High School,All Students,High,87,149,58.4
2024,103240,Sunnyside High School,All Students,High,4220,6589,64.0
2024,100814,Almira Coulee Hartline High School,All Students,High,203,283,71.7
2024,100921,Oak Harbor High School,All Students,High,3366,4737,71.1
2024,101774,Ellensburg High School,All Students,High,1908,2887,66.1
2024,103121,Mount Baker Junior High,All Students,Middle,499,811,61.5
2024,102925,North Thurston High School,All Students,High,2794,4376,63.8
2024,102353,Friday Harbor Middle School,All Students,Middle,333,522,63.8
2024,103031,Columbia Middle School,All Students,Middle,403,579,69.6
2024,100333,Othello High School,All Students,High,2769,3926,70.5
2024,100832,Columbia Middle School,All Students,Middle,1906,2646,72.0
2024,100910,Ocosta Junior - Senior High,All Students,Middle,541,781,69.3
2024,101243,Mercer Island High School,All Students,High,3832,4582,83.6
2024,101333,McKnight Middle School,All Students,Middle,1869,2656,70.4
2024,101461,Issaquah Middle School,All Students,Middle,1772,2420,73.2
2024,101748,Marcus Whitman Middle School,All Students,Middle,1219,2014,60.5
2024,102048,Kalles Junior High,All Students,Middle,1557,2500,62.3
2024,102141,Baker Middle School,All Students,Middle,1179,2104,56.0
2024,102790,Central Valley High School,All Students,High,2569,4292,59.9
2024,102994,Rochester Middle School,All Students,Middle,964,1488,64.8
2024,103160,St John/Endicott High,All Students,High,59,194,30.4
2024,103234,Grandview Middle School,All Students,Middle,1964,2606,75.4
2024,103289,West Valley High School,All Students,High,3142,4615,68.1
2024,100326,Washtucna Elementary/High School,All Students,High,169,225,75.1
2024,100538,Hudson's Bay High School,All Students,High,1713,3458,49.5
2024,100804,Quincy High School,All Students,High,1668,2692,62.0
2024,100818,Soap Lake Middle & High School,All Students,Middle,428,848,50.5
2024,101117,Mercer International Middle School,All Students,Middle,2081,2618,79.5
2024,101118,Chief Sealth International High School,All Students,High,2144,3701,57.9
2024,101281,Chinook Middle School,All Students,Middle,1215,1897,64.0
2024,101282,Evergreen High School,All Students,High,1513,3271,46.3
2024,101629,Bothell High School,All Students,High,3955,5352,73.9
2024,101674,Bremerton High School,All Students,High,2141,3821,56.0
2024,101816,Lyle High School,All Students,High,102,214,47.7
2024,101832,Morton Junior-Senior High,All Students,Middle,444,588,75.5
2024,101898,Harrington High School,All Students,High,56,128,43.8
2024,102426,Stevenson High School,All Students,High,464,800,58.0
2024,102489,Olympic View Middle School,All Students,Middle,2128,2669,79.7
2024,102523,Edmonds Woodway High School,All Students,High,3030,4710,64.3
2024,102565,Post Middle School,All Students,Middle,1277,1959,65.2
2024,102969,Olympia High School,All Students,High,4220,5482,77.0
2024,102970,Jefferson Middle School,All Students,Middle,1109,1325,83.7
2024,103090,Blaine High School,All Students,High,1112,1815,61.3
2024,103128,Lamont Middle School,All Students,Middle,48,91,52.7
2024,103280,Wapato High School,All Students,High,1404,2625,53.5
2024,100505,Neah Bay Junior/ Senior High School,All Students,Middle,314,584,53.8
2024,100539,Mcloughlin Middle School,All Students,Middle,1485,2795,53.1
2024,100581,Washougal High School,All Students,High,1822,3052,59.7
2024,100673,Mark Morris High School,All Students,High,1603,2718,59.0
2024,101283,Cascade Middle School,All Students,Middle,1195,2111,56.6
2024,101362,Highland Middle School,All Students,Middle,1485,1923,77.2
2024,101419,Olympic Middle School,All Students,Middle,1495,2833,52.8
2024,101902,Davenport Senior High School,All Students,High,591,915,64.6
2024,101930,Hawkins Middle School,All Students,Middle,804,1418,56.7
2024,101931,North Mason Senior High School,All Students,High,1753,2074,84.5
2024,102175,Curtis Junior High,All Students,Middle,2149,2711,79.3
2024,102382,Cascade Middle School,All Students,Middle,1349,2091,64.5
2024,102651,Darrington High School,All Students,High,233,369,63.1
2024,102720,Shadle Park High School,All Students,High,2588,4055,63.8
2024,102772,Mountainside Middle School,All Students,Middle,1723,2363,72.9
2024,102807,Freeman High School,All Students,High,731,887,82.4
2024,102851,West Valley High School,All Students,High,1405,2552,55.1
2024,102910,Kettle Falls Middle School,All Students,Middle,489,680,71.9
2024,103065,Shuksan Middle School,All Students,Middle,1085,1725,62.9
2024,103194,Eisenhower High School,All Students,High,3551,6735,52.7
2024,100466,Pioneer Middle School,All Students,Middle,1078,1774,60.8
2024,100788,Kahlotus Elem & High,All Students,High,106,146,72.6
2024,100835,Moses Lake High School,All Students,High,3087,6118,50.5
2024,101245,Islander Middle School,All Students,Middle,2599,2866,90.7
2024,101499,Highland Terrace Elementary,All Students,High,881,1032,85.4
2024,101528,Redmond Middle School,All Students,Middle,2437,2982,81.7
2024,101578,Meridian Middle School,All Students,Middle,1312,1815,72.3
2024,101707,North Kitsap High School,All Students,High,2335,3273,71.3
2024,101722,Central Kitsap Middle School,All Students,Middle,1615,2022,79.9
2024,101828,Mossyrock Jr./Sr. High School,All Students,High,617,829,74.4
2024,101875,Centralia Middle School,All Students,Middle,986,1617,61.0
2024,101913,Shelton High School,All Students,High,1962,4495,43.6
2024,102144,Meeker Middle School,All Students,Middle,1271,1846,68.9
2024,102146,Dr. Dolores Silas High School,All Students,High,2056,3455,59.5
2024,102185,Sumner High School,All Students,High,3454,5487,62.9
2024,102226,Hudtloff Middle School,All Students,Middle,1140,1887,60.4
2024,102295,Bethel Middle School,All Students,Middle,1148,2123,54.1
2024,102449,Evergreen Middle School,All Students,Middle,1752,2852,61.4
2024,102722,Shaw Middle School,All Students,Middle,1207,2035,59.3
2024,102723,Glover Middle School,All Students,Middle,1016,1697,59.9
2024,102793,Bowdish Middle School,All Students,Middle,941,1271,74.0
2024,102858,Deer Park Middle School,All Students,Middle,942,1460,64.5
2024,100349,Highland Elementary,All Students,High,542,827,65.5
2024,100366,Highlands Middle School,All Students,Middle,1495,2302,64.9
2024,100441,CASHMERE HIGH SCHOOL,All Students,High,1301,1525,85.3
2024,100783,Connell High School,All Students,High,1327,1875,70.8
2024,100809,Warden High School,All Students,High,525,905,58.0
2024,100954,Chimacum Junior/Senior High School,All Students,Middle,407,795,51.2
2024,101123,Ingraham High School,All Students,High,2985,4379,68.2
2024,101124,Whitman Middle School,All Students,Middle,1661,2039,81.5
2024,101291,Mount Rainier High School,All Students,High,3196,5578,57.3
2024,101334,Dimmitt Middle School,All Students,Middle,1216,2036,59.7
2024,101367,Sammamish Senior High,All Students,High,2920,4028,72.5
2024,101368,Tyee Middle School,All Students,Middle,2667,2831,94.2
2024,101999,Naselle-Grays River Valley Jr Sr High Schools,All Students,High,328,577,56.8
2024,102275,Morris Ford Middle School,All Students,Middle,1736,2742,63.3
2024,102528,Mountlake Terrace High School,All Students,High,2987,4234,70.5
2024,102885,Colville Senior High School,All Students,High,973,1552,62.7
2024,102903,Mary Walker High School,All Students,High,230,452,50.9
2024,103241,Harrison Middle School,All Students,Middle,1726,2560,67.4
2024,103264,Granger High School,All Students,High,660,1321,50.0
2024,100431,Entiat Middle and High School,All Students,Middle,375,500,75.0
2024,100484,Stevens Middle School,All Students,Middle,980,1491,65.7
2024,100564,Hockinson Middle School,All Students,Middle,1044,1430,73.0
2024,100597,Covington Middle School,All Students,Middle,1433,2763,51.9
2024,100712,Coweeman Middle School,All Students,Middle,1075,1609,66.8
2024,100765,Stevens Middle School,All Students,Middle,1926,2946,65.4
2024,101125,Rainier Beach High School,All Students,High,1331,2433,54.7
2024,101231,Enumclaw Sr High School,All Students,High,2707,4088,66.2
2024,101292,Pacific Middle School,All Students,Middle,1138,1988,57.2
2024,101371,Chinook Middle School,All Students,Middle,2072,2423,85.5
2024,101437,Summit Trail Middle School,All Students,Middle,2715,3335,81.4
2024,101501,Shorecrest High School,All Students,High,2859,4556,62.8
2024,101635,Kenmore Middle School,All Students,Middle,1714,2207,77.7
2024,102530,Meadowdale Middle School,All Students,Middle,1651,2217,74.5
2024,102584,Marysville Middle School,All Students,Middle,1138,2046,55.6
2024,102724,Sacajawea Middle School,All Students,Middle,1978,2606,75.9
2024,102829,East Valley High School,All Students,High,1841,2841,64.8
2024,102928,Chinook Middle School,All Students,Middle,1555,2347,66.3
2024,102950,Tumwater High School,All Students,High,2452,3365,72.9
2024,103142,Colfax High School,All Students,High,610,781,78.1
2024,103197,Wilson Middle School,All Students,Middle,1746,2580,67.7
2024,100468,Orchard Middle School,All Students,Middle,797,1251,63.7
2024,100570,La Center Middle School,All Students,Middle,996,1264,78.8
2024,100732,Eastmont Junior High,All Students,Middle,1392,2443,57.0
2024,100844,Ephrata Middle School,All Students,Middle,961,1375,69.9
2024,100907,Wishkah Valley Elementary/High School,All Students,High,327,505,64.8
2024,101192,Lakota Middle School,All Students,Middle,1230,1976,62.2
2024,101463,Issaquah High School,All Students,High,5624,7409,75.9
2024,101502,Kellogg Middle School,All Students,Middle,2321,3002,77.3
2024,101792,Bickleton Elementary & High Schl,All Students,High,272,316,86.1
2024,101809,Goldendale Middle School,All Students,Middle,488,792,61.6
2024,101813,Wayne M Henkle Middle School,All Students,Middle,388,547,70.9
2024,102148,Mount Tahoma High School,All Students,High,1970,4298,45.8
2024,102277,Perry G Keithley Middle School,All Students,Middle,1564,2487,62.9
2024,102450,Cascade High School,All Students,High,3057,5316,57.5
2024,102475,Lake Stevens Middle School,All Students,Middle,1499,2069,72.5
2024,102727,Ferris High School,All Students,High,3418,5014,68.2
2024,102728,Salk Middle School,All Students,Middle,1668,2116,78.8
2024,102795,University High School,All Students,High,2618,4402,59.5
2024,102837,Liberty High School,All Students,High,367,540,68.0
2024,103131,Tekoa High School,All Students,High,167,275,60.7
2024,103138,Lincoln Middle School,All Students,Middle,1418,1804,78.6
2024,100506,Clallam Bay High & Elementary,All Students,High,220,349,63.0
2024,100540,Columbia River High,All Students,High,2340,3489,67.1
2024,101193,Evergreen Middle School,All Students,Middle,1467,2232,65.7
2024,101337,Nelsen Middle School,All Students,Middle,1958,2788,70.2
2024,101375,Tillicum Middle School,All Students,Middle,1951,2149,90.8
2024,102051,Aylen Jr High,All Students,High,1376,2169,63.4
2024,102149,Truman Middle School,All Students,Middle,962,1441,66.8
2024,102235,Lakes High School,All Students,High,2289,3741,61.2
2024,102324,Glacier Middle School,All Students,Middle,2132,2939,72.5
2024,102536,Meadowdale High School,All Students,High,3045,4544,67.0
2024,102864,Riverside Middle School,All Students,Middle,734,964,76.1
2024,103004,Wahkiakum High School,All Students,High,356,486,73.3
2024,103019,Walla Walla High School,All Students,High,3262,4855,67.2
2024,100334,McFarland Middle School,All Students,Middle,1639,2218,73.9
2024,100369,Park Middle School,All Students,Middle,1456,2172,67.0
2024,100675,Cascade Middle School,All Students,Middle,933,1416,65.9
2024,100868,J M Weatherwax High School,All Students,High,1628,2695,60.4
2024,101131,Nathan Hale High School,All Students,High,2249,3338,67.4
2024,101297,Tyee High School,All Students,High,1065,2084,51.1
2024,101379,Newport Senior High School,All Students,High,4999,5483,91.2
2024,101640,Canyon Park Middle School,All Students,Middle,2191,2723,80.5
2024,101803,Klickitat Elem & High,All Students,High,174,275,63.3
2024,102188,Sumner Middle School,All Students,Middle,1476,2124,69.5
2024,102237,Thomas Middle School,All Students,Middle,1947,2987,65.2
2024,102897,Columbia High And Elementary,All Students,High,139,377,36.9
2024,102999,Tenino High School,All Students,High,677,1143,59.2
2024,103020,Garrison Middle School,All Students,Middle,1192,1764,67.6
2024,100415,Richland High School,All Students,High,4612,6548,70.4
2024,100821,Royal High School,All Students,High,890,1666,53.4
2024,101134,McClure Middle School,All Students,Middle,1093,1340,81.6
2024,101408,Cedarcrest High School,All Students,High,2082,2804,74.3
2024,101531,Redmond High School,All Students,High,4803,6720,71.5
2024,102853,Centennial Middle School,All Students,Middle,974,1669,58.4
2024,103026,John Sager Middle School,All Students,Middle,600,1077,55.7
2024,100543,Jason Lee Middle School,All Students,Middle,991,1700,58.3
2024,100639,Laurin Middle School,All Students,Middle,1775,2201,80.6
2024,100698,Woodland High School,All Students,High,1394,1954,71.3
2024,103951,Raisbeck Aviation High School,All Students,High,1019,1225,83.2
2024,103961,Republic Middle School,All Students,Middle,83,168,49.4
2024,102543,Alderwood Middle School,All Students,Middle,1605,2218,72.4
2024,100449,Cascade High School,All Students,High,814,1212,67.2
2024,102797,Greenacres Middle School,All Students,Middle,1037,1548,67.0
2024,103040,Prescott High School,All Students,High,81,179,45.3
2024,103069,Sehome High School,All Students,High,2488,3540,70.3
2024,100756,Republic Senior High School,All Students,High,134,305,43.9
2024,100897,Taholah High School,All Students,High,66,207,31.9
2024,101201,Thomas Jefferson High School,All Students,High,3164,5437,58.2
2024,101383,Interlake Senior High School,All Students,High,3765,4807,78.3
2024,101535,Finn Hill Middle School,All Students,Middle,1528,2037,75.0
2024,101839,Winlock Senior High,All Students,High,508,694,73.2
2024,102177,Curtis Senior High,All Students,High,3129,4100,76.3
2024,102239,Lochburn Middle School,All Students,Middle,1024,1608,63.7
2024,102817,Cheney High School,All Students,High,2725,4397,62.0
2024,102930,Nisqually Middle School,All Students,Middle,1646,2574,63.9
2024,102951,Tumwater Middle School,All Students,Middle,1416,1882,75.2
2024,103199,Lewis & Clark Middle School,All Students,Middle,1494,2568,58.2
2024,100822,Royal Middle School,All Students,Middle,647,895,72.3
2024,100878,Hoquiam High School,All Students,High,833,1294,64.4
2024,101203,Sacajawea Middle School,All Students,Middle,1369,2118,64.6
2024,101342,Hazen Senior High School,All Students,High,3598,5589,64.4
2024,101384,Odle Middle School,All Students,Middle,2510,2777,90.4
2024,101467,Maywood Middle School,All Students,Middle,2227,2502,89.0
2024,101586,Kentridge High School,All Students,High,4382,6190,70.8
2024,101817,Lyle Middle School,All Students,Middle,51,128,39.8
2024,102055,Gov John Rogers High School,All Students,High,3304,5226,63.2
2024,102279,Washington High School,All Students,High,1856,3110,59.7
2024,102549,Brier Terrace Middle School,All Students,Middle,1590,2030,78.3
2024,101312,McMurray Middle School,All Students,Middle,782,1063,73.6
2024,101505,Albert Einstein Middle School,All Students,Middle,2516,3081,81.7
2024,101752,Cedar Heights Middle School,All Students,Middle,1251,2003,62.5
2024,102493,Mariner High School,All Students,High,4078,6486,62.9
2024,102972,Reeves Middle School,All Students,Middle,978,1166,83.9
2024,101208,Kilo Middle School,All Students,Middle,1210,1914,63.2
2024,101541,Rose Hill Middle School,All Students,Middle,2173,2772,78.4
2024,102933,Timberline High School,All Students,High,2653,4266,62.2
2024,102974,Washington Middle School,All Students,Middle,2008,2287,87.8
2024,100370,Kamiakin High School,All Students,High,4012,5661,70.9
2024,101346,Lindbergh Senior High School,All Students,High,2433,3813,63.8
2024,102056,Ballou Jr High,All Students,High,1682,2684,62.7
2024,102297,Spanaway Middle School,All Students,Middle,1224,2223,55.1
2024,102453,Eisenhower Middle School,All Students,Middle,1959,2679,73.1
2024,102553,College Place Middle School,All Students,Middle,1002,1404,71.4
2024,102554,Lynnwood High School,All Students,High,2716,4081,66.6
2024,102737,Garry Middle School,All Students,Middle,988,1651,59.8
2024,103084,Vista Middle School,All Students,Middle,1155,1655,69.8
2024,101592,Meeker Middle School,All Students,Middle,1442,2075,69.5
2024,101210,Decatur High School,All Students,High,2189,4057,54.0
2024,101544,Juanita High School,All Students,High,3592,5099,70.4
2024,101143,Aki Kurose Middle School,All Students,Middle,1593,2333,68.3
2024,101144,Alan T. Sugiyama High School,All Students,High,19,119,16.0
2024,100600,Cascade Middle School,All Students,Middle,1376,2636,52.2
2024,100884,North Beach Junior High School,All Students,Middle,271,457,59.3
2024,101643,Leota Middle School,All Students,Middle,2112,2516,83.9
2024,101724,Fairview Middle School,All Students,Middle,1210,1847,65.5
2024,103000,Tenino Middle School,All Students,Middle,572,972,58.8
2024,103091,Blaine Middle School,All Students,Middle,900,1397,64.4
2024,102335,Surprise Lake Middle School,All Students,Middle,1448,1921,75.4
2024,102427,Wind River Middle School,All Students,Middle,365,599,60.9
2024,102411,La Venture Middle School,All Students,Middle,1412,2139,66.0
2024,102886,Colville Junior High School,All Students,Middle,630,1147,54.9
2024,100417,Hanford High School,All Students,High,4101,5762,71.2
2024,102777,Northwood Middle School,All Students,Middle,1785,2398,74.4
2024,102556,Scriber Lake High School,All Students,High,182,606,30.0
2024,101546,Emerson High School,All Students,High,29,171,17.0
2024,100869,Harbor Junior/Senior High School,All Students,Middle,44,405,10.9
2024,101147,Nova High School,All Students,High,797,821,97.1
2024,101472,Pine Lake Middle School,All Students,Middle,2503,2749,91.1
2024,102158,Foss High School,All Students,High,886,1878,47.2
2024,102799,Evergreen Middle School,All Students,Middle,1509,1929,78.2
